,Username,Datetime,Tweet Id,Text,Sentiment
38,TheDawnBell,2020-12-29 21:26:16+00:00,1.34403E+18,"“No effort from Feds to help states launch a real vaccination infrastructure. Did the Feds not know vaccines were coming? Shouldn’t planning around vaccination sites, etc not have happened in October or November?”  Ya think? https://t.co/M0CIQBMUKx",0
39,celeste_castro_,2020-12-29 21:22:40+00:00,1.34403E+18,"@CAPublicHealth @lapublichealth @MayorOfLA @cityofhope @CDC_Cancer @theNCI @GavinNewsom @AmericanCancer  when cancer patients will be added to the vaccination process, patients living in their homes not in nursing homes? We need to be included! @maddow @CNN @ABC",1
40,K_Smith_MI,2020-12-29 21:13:28+00:00,1.34403E+18,The US currently has the 4th highest Covid vaccination rate in the world. https://t.co/ETFLlAz3Wr,0
41,Tybeeman,2020-12-29 21:12:27+00:00,1.34403E+18,@AlexBerenson @LarryInMissouri How your horses. You may not be able to get on a plane or get into another country with out proof of vaccination,0
42,Dorita0001,2020-12-29 21:08:15+00:00,1.34403E+18,"COVID-19 vaccination 💉 

Thank you @CedarsSinai for taking care of us providers and healthcare workers! 

#vaccine #healthcareworkers #Nurses #clinicalpartners #doctor #surgeon #cedarssinai #beverlyhills #losangeles #covid_19 #covidvacccine https://t.co/3scLhwXzlr",0
43,dssmichael1991,2020-12-29 21:08:09+00:00,1.34403E+18,@juliemason I would body tackle Uma Thurman for a Covid vaccination... https://t.co/Wg8JxJv3pP,1
44,YezarniWynn,2020-12-29 21:04:52+00:00,1.34403E+18,"A huge privilege &amp; stroke of luck to have gotten the first dose of my #COVID vaccine today @UnityHealthTO. 

It is not lost on me that if @fordnation had not closed vaccination clinics over the holidays, a LOT more of my colleagues on the frontlines would’ve gotten there’s too. https://t.co/kaeEnrVfhj",1
45,castillodavidca,2020-12-29 21:01:42+00:00,1.34403E+18,@RbnLake My brother is a firefighter. He received the vaccination yesterday. Hopeful here too. Hope you and your family are well.,1
46,glennmalone,2020-12-29 20:57:32+00:00,1.34402E+18,"@DiamondandSilk The left promotes itself as “pro-choice.” This cannot be mandatory. My body, my choice. If you are worried you will get covid from me, you go get a vaccination. I will do what I think is best for me.",-1
47,LittleMariposa,2020-12-29 20:55:41+00:00,1.34402E+18,"@kooom911 @JoeBiden Vaccines are NOT getting into people's arms. At the current rate of vaccination, it will take 10 years. Trump is golfing and Pence is skiing.",-1
48,ataylorwalker,2020-12-29 20:53:38+00:00,1.34402E+18,"Hey #MedTwitter, I’m curious. 

Do you plan to/feel comfortable going out to restaurants/movies or traveling once you’ve been vaccinated but BEFORE it’s available to the general public? 

Do you plan to adjust your behavior at all, post-vaccination? 👇🏻",0
49,JimSlatteryDC,2020-12-29 20:38:04+00:00,1.34402E+18,"“Today, I can kinda remember what hope is like.” — Hootie, on the 1st part of her wife Peggy’s COVID vaccination. 

I’m not crying... wait... yes I am. 😭❤️🏳️‍🌈 https://t.co/gv93Ew8qMF",1
50,john8jalil,2020-12-29 20:26:00+00:00,1.34402E+18,"@JohnDal88655232 @ProfWehrman Most of us older folks were vaccinated against smallpox as children.  Guess what, we never caught smallpox.  We are now desperately waiting for a covid vaccination so we can stop isolating and resume a normal life.",1
51,LarryBoorstein,2020-12-29 20:24:50+00:00,1.34402E+18,"@BandyXLee1 If 90% immunization rate is needed for herd immunity, and it takes 10 years to get to 80% with current vaccination rates, we won't have herd immunity next year.  Though 30% may already have been infected.",0
52,donnabstill,2020-12-29 20:03:18+00:00,1.34401E+18,I will feel better after you get the 2nd vaccination to protect you! https://t.co/mRHfPxm01y,1
53,13DanaSmith,2020-12-29 19:57:11+00:00,1.34401E+18,A coronavirus vaccination clinic is underway in Virginia Beach. Here’s volunteer rescue squad member Mike Bettinger getting his first dose of the Moderna vaccine. #13NewsNow https://t.co/9ksFRRjEFD,0
54,VeronicahC,2020-12-29 19:56:46+00:00,1.34401E+18,Booked an appointment for the dog to be groomed at a new place and forgot that his vaccination records are under his gringo name. 🐕 https://t.co/qpxjirIwCZ,NA
55,speedofwhite,2020-12-29 19:56:40+00:00,1.34401E+18,"Worcester Medical Director Dr. @MichaelHirsh4 just recently received his COVID-19 vaccine, and here’s what he had to say about the experience. 

“It was with a lot of emotion and pride that I rolled up my sleeve this week to receive the vaccination” https://t.co/F4e2obTQO3",1
56,HallerMichael,2020-12-29 19:40:55+00:00,1.34401E+18,My wife is an anesthesiologist in private practice. She intubates people daily (high risk procedure). She doesn’t work for @ufhealth so she still has no access to COVID vaccination even though I was blessed to get mine.  1/2,0
57,secretary_sj,2020-12-29 19:39:49+00:00,1.34401E+18,"Vaccines Save Millions of Lives Every Year and #COVID19 Vaccines will be no different.
#Pfizer #modernavaccine #vaccination",1
58,CecileKazemi,2020-12-29 19:24:11+00:00,1.344E+18,"Touting Operation Warp Speed vaccine distribution efficacy, Adm. Giroir seems to equate distribution with vaccination. Feds fall far short of the estimated 20 million Americans vaccinated by the end of the year by only distributing 11 million doses! Dude! @HHS_ASH not even close!",0
59,StigmabaseN,2020-12-29 19:24:04+00:00,1.344E+18,"Fighting Stigma: The first coronavirus vaccination in the Republic of Ireland takes place this afternoon: A Dublin woman is set to be the Republic of Ireland's first recipient of the ... a Covid ward nurse, an allied health professional and a junior… https://t.co/RqmFIcdw3A",0
60,Dwesty187,2020-12-29 19:18:26+00:00,1.344E+18,@senatemajldr blocking aid to the American people is as certain as death and taxes!!! Good thing your Polio vaccination wasn’t dependent on someone like you doing the right thing! #Disgrace,0
61,laurieograham,2020-12-29 19:16:54+00:00,1.344E+18,@ashishkjha Remember that pharmacies with vaccination programs are a part of this public health scenario. Our pharmacy has met required federal guidelines and we are ready to participate. We just need vaccine.,1
62,ohinj,2020-12-29 19:12:10+00:00,1.344E+18,"Our 3rd vaccination event for COVID-19 for our Healthcare workers (1A). Today's event is being held in Neptune, NJ.  Preregistration is required. Please visit https://t.co/bwW8MG2LIZ for to preregister for the next event. https://t.co/yRF4PQ2knr",0
63,wookiedu,2020-12-29 19:11:20+00:00,1.344E+18,"Just got the green light for the vaccination. Getting it tomorrow. 

Let’s go!!",1
64,edwards_vaughan,2020-12-29 19:04:31+00:00,1.344E+18,Awww man if I still had my vaccination card for H1N1 that would be sooo funny to post,NA
65,MOREcaucusUFT,2020-12-29 19:03:13+00:00,1.344E+18,"@gmery_ross @PIX11News Our survey is separate from the @NYCSchools staff survey around vaccination which you can find here: 
https://t.co/0iEreZYHvY",NA
66,xim_Sauriol,2020-12-29 18:55:38+00:00,1.34399E+18,Un beau centre de vaccination! https://t.co/VLs0Qt8Xj1,NA
67,PsGallagher77,2020-12-29 18:51:10+00:00,1.34399E+18,"Grateful to have received my first dose of the Pfizer COVID-19 vaccination this morning. #Vaccinate #ITrustScience @ Boston, Massachusetts https://t.co/5dLXm4VmW7",1
68,Weeklyvoice,2020-12-29 18:44:01+00:00,1.34399E+18,"Are Covid-19 vaccinations at risk due to new virus strain?: Just when the world breathed a bit easy after countries like the UK and the US starting the process of vaccination against Covid-19, reports of a new strain found in the UK… https://t.co/uVitO4nf0L #Covid19 #Health",-1
69,AaronMatas,2020-12-29 18:43:57+00:00,1.34399E+18,"My dad is an incredible man, and a wonderful doctor. Today he got his covid vaccination. This gives me so much relief.",1
70,geopolytica,2020-12-29 18:43:31+00:00,1.34399E+18,"Kamala Harris Receives Coronavirus Vaccine She Previously Opposed 

Just 3 months ago, she said that she would not trust a vaccination developed under the supervision of the Trump administration.

https://t.co/DHrRkzXigY",0
71,GerryTimbers,2020-12-29 18:37:16+00:00,1.34399E+18,@Reuters It makes me sick that politicians jump to the front of the queue and then frame getting dibs on #vaccination as an act of public service. And shame on you for reporting it as such. @KamalaHarris,0
72,Scott_Wiener,2020-12-29 18:34:44+00:00,1.34399E+18,"$2K stimulus check are not a hard question. People are desperate. And we need to support the economy as a bridge to broad vaccination.

Trump is a mess, but even a broken clock is right twice a day. Let’s get this done. https://t.co/fnyKbJ1xyv",0
73,ScottDougan1,2020-12-29 18:33:10+00:00,1.34399E+18,"@DanDeLamater And it’s not like we haven’t already had a ton of experience with national vaccination campaigns...we know how to do this, generally speaking.",0
74,Hareega_Blog,2020-12-29 18:32:48+00:00,1.34399E+18,@commieleejones @ggreenwald Seriously fuck me in my ear coz that would be less painful that reading this argument. The main reason median age isn’t 18 anymore is vaccination. How many kids in the West. Hemisphere got polio the last 25 years? Zero-Unvaccinated kids aren’t as sick coz most kids are vaccinated,0
75,BobBrentTO,2020-12-29 18:28:50+00:00,1.34399E+18,"@BogochIsaac N.B. 🇮🇱Israel’s Covid-19🦠F.A.S.T. 💉vaccination📈status (&gt;5% pop’n) Gen. Hillier…
c.f. Ontario🍁’s 2-week 💉status (0.09% pop’n) 😱🤯🆘‼️
#Masks4Canada Drs. @JKwan_MD @DFisman @KashPrime @SharkawyMD https://t.co/QjtBFcYuUR",NA
76,santa_care,2020-12-29 18:18:08+00:00,1.34398E+18,"Seems to me that a reasonable vaccination strategy would include prioritizing those who could and would staff a vaccine clinic. 

Instead we are only vaccinating folks who will go back to their already busy jobs.",1
77,subBurgher,2020-12-29 18:14:13+00:00,1.34398E+18,@drdavidsamadi @LemonZeringue We do have yellow fever vaccination certificates that are still required for entry to some places. I believe international airports should have infrared cameras to routinely isolate and examine passengers showing fevers before boarding overseas flights.,0
78,tltina1970,2020-12-29 18:08:47+00:00,1.34398E+18,1st dose of Pfizer Covid 19 vaccination received today https://t.co/JNaa5jT2OU,1
79,JoshSandersTV,2020-12-29 17:57:30+00:00,1.34398E+18,"CNN contributor @DrLeanaWen says at the current rate of vaccination, it will take America 10 years to reach herd immunity. #12News https://t.co/ey7MpcKmt2",-1
80,jdimick1,2020-12-29 17:52:31+00:00,1.34398E+18,@AtulGroverMD @MS_Martinez_MD @FutureDocs @imswimming3 @MDaware @MelissaAReed @chadhayesmd @raw_em_md @meganranney @BurgartBioethix @brianchiong Wow great to see community vaccination sites 👍,NA
81,ComnrHarnett,2020-12-29 17:48:27+00:00,1.34398E+18,"Preparation for COVID-19 vaccination of the general public begins today. You can now schedule an appointment to to receive a shot, if you are eligible.

If you are not currently eligible, @_DCHealth will email you to schedule an appointment when you are: https://t.co/Dtr842EoRs https://t.co/zIKQIqrXuX",0
82,NeenerJB,2020-12-29 17:43:28+00:00,1.34398E+18,"Someone explain why @DuvalSchools is allowing @FLHealthDuval to set up vaccination clinics in school gyms when @GovRonDeSantis isn’t following @CDCgov guidelines to prioritize essential workers, including teachers. @lennycurry @DrDianaGreene",0
83,DFlexmatrix,2020-12-29 17:39:24+00:00,1.34397E+18,@paul_pisano @GOP I’m just mad at trump. His admin dumped pandemic prevention tools. Manipulated CDC. Still bungling vaccination purchases. Not mad at public health officials who are trying to save lives.,-1
84,ZeusAndreux,2020-12-29 17:28:21+00:00,1.34397E+18,"Real question 🙋🏾‍♂️ 

So, what’s the COVID-19 plan post isolation? 

Vaccination? 

Must be because the ship for “containment” sailed back in October 2019 when Trump ignored the early signs of the “China virus”",0
85,juliehcain,2020-12-29 17:27:52+00:00,1.34397E+18,"I get my first Covid-19 vaccination tomorrow and I’ve never been so excited to get a shot in my life
👏🏼👏🏼👏🏼💕💕💕💉💉💉",1
86,DeNovo_Fatima,2020-12-29 17:27:13+00:00,1.34397E+18,"@MartinRoy10 We need fast large scale vaccination + strict measures to stop transmission!
I am hoping the scare with a new variant has served as a wake up call that viruses mutate every time they replicate, to avoid a worst case scenario we need to stop the half measures &amp; go for #COVIDzero",1
87,danafowlefox5,2020-12-29 17:18:59+00:00,1.34397E+18,"What is the plan to get teachers in line for vaccinations before school starts in 2021? Young, healthy politicians who poo-poo’d the #pandemic have received the @vaccination. #covid #teachers https://t.co/XTbyxUrBCL",1
88,remember267,2020-12-29 17:12:49+00:00,1.34397E+18,"@MonicaLewinsky You know they were going to get the vaccination first , they are more important, after all.",0
89,mintjamphoto,2020-12-29 17:11:57+00:00,1.34397E+18,"I knew the hospital was going to be petty about giving me a vaccine. Even though I’m an employee here, because I work directly for a doctor instead of the department, I don’t “qualify” for vaccination here. Fucking stupid",0
90,magij1219,2020-12-29 17:10:56+00:00,1.34397E+18,Got my first dose of the COVID19 vaccination today!  Determined and hopeful to end this pandemic! I’ll be back in the ICU trenches next week to join the fight!❤️#COVIDsucks #partofthesolution https://t.co/AjXYvJAzsT,1
91,wooster,2020-12-29 16:58:26+00:00,1.34396E+18,"Sometimes I think a mass vaccination rollout shouldn’t be an insurmountable challenge, but then I remember it took me over 30 minutes to get a flu shot amidst a big campaign for people to do so. https://t.co/83Q64Ns5Vc",0
92,KateMarieGraham,2020-12-29 16:51:53+00:00,1.34396E+18,"Premier Ford supported a vaccination vacation over the holidays. 

Rod Philips was on an actual vacation. 

Caroline Mulroney thinks a top priority for 2021 is seatbelts. 

Is this some kind of joke? 

4455 Ontarians are dead — so far. 

We need a gov’t that takes this seriously.",0
93,caa1000,2020-12-29 16:50:49+00:00,1.34396E+18,"2 weeks since the mass vaccination started, now is time for the 2nd shot of the #COVID19 vaccine! 💉 https://t.co/xDwJ8Nw58o",1
94,biogeomicroblog,2020-12-29 16:47:51+00:00,1.34396E+18,I hope vaccination numbers will be added to the @SKGov COVID-19 updates dashboard soon so we can track progress on that front! @SaskHealth,0
95,PghGuy77,2020-12-29 16:43:44+00:00,1.34396E+18,@OhVonda Because they don't give the covid-19 vaccination to animals...,NA
96,GriffinClubMerv,2020-12-29 16:32:42+00:00,1.34396E+18,"@obobME No, Bob. We were talking to the kids about Charleston last night and I was going through these photos from a couple years ago. But vaccination gods willing, we’ll be back there again in late March to visit horses.",1
97,Chrisg_112022,2020-12-29 16:31:37+00:00,1.34396E+18,"Great job by Israel vaccinating the 60+ group. Hopefully our vaccination pace picks up as we get the holidays out of the way. Regardless, feels like we’re really progressing slowly. Less than 1% of the 80+ group vaccinated in Ohio as of yesterday! https://t.co/B5VHQZH3MV",1
98,Helen_Highly,2020-12-29 16:27:58+00:00,1.34396E+18,"@tomwatson @usedbooklady Yes of course it’s going badly. They wouldn’t name the vaccination for him, so Trump is all for sabotaging the effort. 

But still it’s important people realize it’s going to take months even in the best case scenario. Not time to quit being careful. 

Mask up &amp; distance! https://t.co/I46ezZ8wh1",1
99,Schroeer,2020-12-29 16:27:55+00:00,1.34396E+18,"@PickiHH In the mean time in USA: official count on the morning of Dec. 24 was 1,008,025. Walgreens &amp; CVS are starting vaccination during grocery run.With Moderna vaccine roll out, COVID-19 vaccines are available at Walmart,CVS. However, 1M is not enough",0
100,StigmabaseN,2020-12-29 16:27:04+00:00,1.34396E+18,Fighting Stigma: 79-year-old Dublin woman first to get Covid-19 vaccine in Ireland: According to the Government and the Health Service Executive the vaccination programme will begin in hospitals before being rolled out across more ... https://t.co/AdbuvEtqlc,0
101,AtoosaRabiee,2020-12-29 16:21:49+00:00,1.34396E+18,"@SultanMahmoodMD @LarryHogan Our neighboring states now have community vaccination clinics, yet, our urgent care and primary care docs have not even been scheduled to get the vaccine.",-1
102,DrZackaryBerger,2020-12-29 16:21:38+00:00,1.34396E+18,"Update:

Side effects 24h post vaccination--

Nothing really. Sore arm. Ran 3mi this morning. 

Let's get the #CovidVaccine to the incarcerated, uninsured, undocumented, and homeless.",1
103,garbo313,2020-12-29 16:19:05+00:00,1.34395E+18,So we doing vaccination pictures like we do “I voted” pictures.... hmmmm,0
104,janet60286241,2020-12-29 16:17:01+00:00,1.34395E+18,"I’m not a dr or an expert. Just Avery experienced patient.  My worry is some people will only get one shot and not the other one, anti-Vaxers, and some with miss guided vaccination conspiracies.",1
105,flycarla,2020-12-29 16:14:20+00:00,1.34395E+18,Couldn’t be me getting a vaccination on TV. I hate needles. I’ll be sweating and  hyperventilating.,0
106,GreatWilliam,2020-12-29 16:11:16+00:00,1.34395E+18,Was up early this morning &amp; got my first dose of the COVID-19 Vaccination! #COVIDVaccine2020 #MvskokeHealth @ MCN Health Muscogee Creek Nation Medical Center https://t.co/07X0l5Dvj1,0
107,BobBrentTO,2020-12-29 16:10:48+00:00,1.34395E+18,@ZiikZiiii @DrVivianS @BogochIsaac Here in Ontario…I guess the originally intended vaccination direction (HCW/LTC/80+ suffered from the ‘fog of war’!!,-1
108,tracymwNYC,2020-12-29 16:08:25+00:00,1.34395E+18,"@ShearerTed Dude, with zero evidence and 100% paranoia, you have stated that the govt plans to round us all up and give us the vaccine.  Govts cant agree on trade deals, they're not all suddenly in global cahoots and organising a coordinated global vaccination",-1
109,JoelRMelamedMD,2020-12-29 16:06:52+00:00,1.34395E+18,⁦@BrownUniversity⁩ School of Public Health said Monday that the #USA is falling behind again countries like Israel &amp; Canada in the pace of #vaccination efforts. #RationingCare would be another unnecessary #AmericanDisaster . #TrumpWinning again 😭 https://t.co/Fg27LyTjZt,-1
110,SenJohnVelis,2020-12-29 16:05:33+00:00,1.34395E+18,"Today, U.S. Air Force Airman 2nd Class Robert Aucoin will be the first Veteran resident @HolyokeSOHO to receive the COVID-19 vaccination.

We must never forget the tragedies of this past Spring, and the service of our Vets to our country. We must do more to protect them.",0
111,DeNovo_Fatima,2020-12-29 16:03:38+00:00,1.34395E+18,"taux de vaccination par habitant (généré par @imgrund)
 Le Québec a vraiment besoin de travailler sur ses stratégies de déploiement et d'augmenter sa capacité rapidement!
les vaccins doivent être dans les bras des gens et non dans les congélateurs #VaccinesNow 
#COVIDZero https://t.co/wwKNBptBSk",NA
112,santa_care,2020-12-29 16:01:08+00:00,1.34395E+18,How a vaccination program should be run. https://t.co/PKTdejvt86,0
113,UMADBRO2587,2020-12-29 15:51:48+00:00,1.34395E+18,"The federal government laid out a vaccination plan to have 20 million people easily vaccinated by January 1st....

Here we sit on December 29th with 2 days left in the year and we have vaccinated 2 million people.

Only 18 million vaccinations short, with  48 hours remaining.",-1
114,doitBIGden84,2020-12-29 15:51:31+00:00,1.34395E+18,ITS VACCINATION DAY!!!! 💉🦠😷,1
115,4cm4k1,2020-12-29 15:46:06+00:00,1.34395E+18,"@calebrw thanks for reminding me to follow up on this… i suspected outdated data, too, and it’s definitely because @mnhealth is currently only reporting vaccination stats weekly. next update is tomorrow. https://t.co/mSKkSYtl0X https://t.co/AmCim4v7kp",0
116,willhumble_az,2020-12-29 15:45:59+00:00,1.34395E+18,"Elevating folks 75+ to AZ's next (1b) vaccination phase is meaningful. Thanks to AZ's (independent) Vaccine Prioritization Committee for this evidence-based decision.

There are more than 1M persons in 1b so senior outreach will be key. Here's the update: https://t.co/GOF5ORKXPT",0
