,Username,Datetime,Tweet Id,Text,Sentiment
22,heatherhhayes,2020-06-29 22:10:34+00:00,1.27773E+18,"HEATHER’S TIPS &amp; TRICKS

If you need a quick inexpensive teeth whitener check this out!! The Purity its Natural, Vegan, &amp; Fluoride Free,#thepurity #charcoalteethwhitening #teethwhitening #vegan😀
Charcoal teeth whitener 
Order on Amazon or beauty supply https://t.co/6YSkqpjhUi",-1
23,JiYoungBotFour,2020-06-29 22:08:11+00:00,1.27773E+18,Perchloryl fluoride 💛 cyanophos is hyperrealism.,NA
24,StealsandDeals,2020-06-29 22:05:02+00:00,1.27772E+18,"4 Pack of Colgate MaxClean Whitening Foaming Toothpaste with Fluoride, Effervescent Mint

ONLY $8.72 w/ coupon on page https://t.co/AHNtgLxWCp

#steals #deals #stealsanddeals #promotion https://t.co/4x7yT6KD8T",NA
25,JulietCalabrese,2020-06-29 21:58:18+00:00,1.27772E+18,@PHARAOH_ATEN_ @YouTube Fluoride is a psychiatric drug!,-1
26,SteelPuck46,2020-06-29 21:57:02+00:00,1.27772E+18,@Ameritianity @VFL2013 @pam_sands @Debrennie2 @JessieJaneDuff @AStarIsBorn13 @SKYRIDER4538 @twatterjailbird @ConservaMomUSA @ImabitcSumtimes @MAGAGwen @Melski1 @DonnaWR8 Think of when mass fluoridation of the water supply began... him and General Jack D. Ripper were right.,1
27,knitmeapony,2020-06-29 21:56:46+00:00,1.27772E+18,"@cjames1173 @va_shiva Every piece of information? No. That's why I know that racism is real, cops lie, fluoride is good public health policy, vaccines save lives, and that this is a novel coronavirus, which means that old SARS information like in the video you sent me is unhelpful at best.",1
28,wombatInKombat,2020-06-29 21:50:46+00:00,1.27772E+18,Whoever thought of making fluoride paste taste like shitty imitation vanilla will be murdered by me. Why not just have it taste acidic and bitter instead of trying to make it artificially sweet with a shitty imitation flavor.,-1
29,Sanapeed,2020-06-29 21:47:57+00:00,1.27772E+18,Stop using fluoride and start astral projecting,-1
30,max_the_moose,2020-06-29 21:47:17+00:00,1.27772E+18,Everybody loves perchloryl fluoride,1
31,jason_wages,2020-06-29 21:47:05+00:00,1.27772E+18,"@mattgaetz In Matt Gaetz' America the Earth is flat, serpent people are real, tinfoil hats are cool, fluoride lets satellites track your teeth from space and donald trump is dry humping a dead bald eagle.

It's just him. https://t.co/tSRF8alri6",1
32,DamnBS,2020-06-29 21:44:04+00:00,1.27772E+18,@CornHairX Just shoot water! Weaponize the fluoride! https://t.co/ZXaZ4arjKY,-1
33,CornHairX,2020-06-29 21:33:56+00:00,1.27772E+18,When the did I start being pro gun? It has to be american water... the fluoride!! It’s making me believe in the second amendment 🤮🤮🤮🤮,-1
34,shroomxdad,2020-06-29 21:28:08+00:00,1.27772E+18,"Soda is such a childish thing to drink, all of you need to grow the fuck up and start drinking fluoride free alkaline water.",-1
35,thehealthb0t,2020-06-29 21:00:02+00:00,1.27771E+18,"Any medication should be taken by choice by individuals, NOT force-fed into our water supply like fluoride.",-1
36,berkey_filters,2020-06-29 20:55:19+00:00,1.27771E+18,"Fluoride Exposure Linked to Changes in Sleep Cycle, Study Suggests
https://t.co/hJo5YXISom",-1
37,RVARainSystems,2020-06-29 20:50:50+00:00,1.27771E+18,"Henrico County's water quality report is available from the 2019 year https://t.co/B5qvaMuwJJ it's ok but PLZ stop adding Fluoride leftovers from fertilizer and aluminum factories. @HenricoNews and people still get cavities after how many decades.theory busted, it's toxic.",-1
38,kagakueigobot_2,2020-06-29 20:47:31+00:00,1.27771E+18,フッ化バリウム　barium fluoride,NA
39,SWAFM_,2020-06-29 20:40:34+00:00,1.2777E+18,"But it is even worse. Formula fed infants are highly overdosed on fluoride which results in more ADHD &amp; lower IQs. Graph of reference doses used in trial calculated from various animal studies. 
@MassGovernor
@MassDems
@MassGOP
@NCSLorg
@NatlGovsAssoc
@ABC
@NBCnews
@CBSnews
@PBS https://t.co/bfu2DT2XT1",-1
40,SWAFM_,2020-06-29 20:36:46+00:00,1.2777E+18,"From exchange between Plaintiff Attorney &amp; Judge Edward Chan in fluoridation lawsuit. 
https://t.co/FoUer8u7Na
@YaleMFM
@MySMFM
@AWHONN 
@GaryRuskin
@USDANutrition
@bigfatsurprise
@ANAPresident
@SenBruceTarr 
@am_ferrante 
@SenMarkey
@SenWarren
@Jo_Comerford
@RepJohnMahoney https://t.co/dCRmYC875j",NA
41,CatherineWhitfo,2020-06-29 20:35:36+00:00,1.2777E+18,"@cstarr888 @TS_SCI_MAJIC12 I often think of the Bible passage,
""I am fearfully and wonderfully made""

Because look at all the things they have to throw out us to try to dim our light &amp; our knowledge of what we are: Divine Beings made in the image of God

To dim us:
Fluoride GMOs vaccines Chemtrails",NA
42,FluorideAction,2020-06-29 20:19:26+00:00,1.2777E+18,"Fluoride Exposure Linked to Changes in Sleep Cycle, Study Suggests https://t.co/fehJ3eV3wV via @AJMC_Journal",0
43,UsedToBe_Proud,2020-06-29 20:11:39+00:00,1.2777E+18,"@StoppedAgo @Scacm When I gave birth 13 years ago.... and started researching vaccines, fluoride, Monsanto, etc.",0
44,WorldActionCity,2020-06-29 20:00:11+00:00,1.27769E+18,Like and Tweet if you want this Minions Toothbrush Bundle Cup Toothpaste Brush Kids Colgate Cavity Fighting Fluoride #gift #gifts #giftboxes #gifted #gadget #gadgetshop #gadgetstore #actioncityonline #onlinestore #onlinestores #actionfigure #actionfigurecollection https://t.co/UbRtyic0Ur,1
45,OceanEvery,2020-06-29 19:42:19+00:00,1.27769E+18,Wear a mask cuz the murderers and thieves that force you to drink fluoride ... are concerned about your health.,-1
46,PaulTheMartian,2020-06-29 19:41:50+00:00,1.27769E+18,"The pineal gland is extremely sensitive to aluminum, glyphosate, fluoride and electromagnetic fields, all of which are used extensively in developed nations. https://t.co/k4aQ1rRrOd",-1
47,POH_Smiles,2020-06-29 19:35:24+00:00,1.27769E+18,"According to Dr Basil Bibby, sodium fluoride works better than silver fluoride. Lead fluoride is the best, but for some inexplicable reason, it is not used in #Dentistry to prevent tooth decay. ☹️ https://t.co/U5SClKCTGb",1
48,nyscof,2020-06-29 19:32:34+00:00,1.27769E+18,@fleinkorest @ouberry @J_kane 7 well-conducted and gov't funded Mother-Offspring studies indicate that fluoride can potentially lower children's IQ. https://t.co/2D6bMr0op4 In the Journal of Pediatrics (July 2020) 👇 https://t.co/TpUgP5Iao2,-1
49,POH_Smiles,2020-06-29 19:31:30+00:00,1.27769E+18,"Seriously? ""This effort will also support state-to-state learning on best practices in the use of an emerging treatment modality, silver diamine fluoride, which arrests active decay, and is a promising intervention to improve children’s oral health."" https://t.co/dVpUh7Pna8",1
50,Martha11303532,2020-06-29 19:30:43+00:00,1.27769E+18,"@enriquesummer @talialikeitis There's actually a large amount of scientific study and literature that goes into dangers of fluoride, particularly neurological. You can read many online.",-1
51,POH_Smiles,2020-06-29 19:28:02+00:00,1.27769E+18,Just great. More sealants &amp; fluoride. Sugar science from the 1970's. https://t.co/PxFensd6Zq,0
52,savingwithvetta,2020-06-29 19:24:43+00:00,1.27768E+18,"GUM Crayola Twistables Flossers, Fluoride Coated, Twisted Fruit Flavors, Ages 3+, 75 Count Only $2.31 SHIPPED!
https://t.co/aubQXNblI3",NA
53,redqueenrx,2020-06-29 19:24:29+00:00,1.27768E+18,"@EsotericExposal @NoRestrictions Because then big oil can’t sell their toxic waste as if it’s a product? Same with fluoride into water supplies, and many other cases. It costs chem plants $$$ to properly dispose of these materials, but it earns them money to relabel them as plastics or medicines",-1
54,whoooosh4,2020-06-29 19:23:01+00:00,1.27768E+18,"@TracyM1985 @Adenoughofit I seriously think a lot of the mask wearers are on anti depressants, especially Prozac, the main ingredient being fluoxetine hydrochloride, a chemical compound containing fluoride. what is fluoride renowned for yes making people docile malleable , obedient , obsequious , passive",-1
55,Boydesian,2020-06-29 19:22:10+00:00,1.27768E+18,"@AndToddsaid @RandomWhig ""You know when fluoridation first began?""
""I...no. No I don't, Jack.""
""Nineteen hundred and forty-six. Nineteen forty-six, Mandrake. How does that coincide with your post-war Commie conspiracy, huh? It's incredibly obvious, isn't it?""",-1
56,cmkennedy97,2020-06-29 19:20:47+00:00,1.27768E+18,@dahold @mguth33 @Sduffy2699G @ABC Dana I agree with u and think u have made many sound points.. this guy may have drank the fluoride a little to much. Tough to inform when one won’t listen. I hope he is able to wake up to what’s actually happening some day. Maybe he should start doing some research.. idk,-1
57,ouberry,2020-06-29 19:19:58+00:00,1.27768E+18,"Rewatched Parks &amp; Rec ep #Fluoride “on my side I have facts, science...all he has is fear mongering” How can you rebrand masks for our “Pawnee” citizens? #TDazzle #PieholeFlair #StayHome #WearAMask #INeedToGoLieDownFor45Minutes @KenTremendous @billyeichner #dontturnmeEupopean",NA
58,PaulTheMartian,2020-06-29 19:16:51+00:00,1.27768E+18,"Dr. Dietrich Klinghardt, PhD details how aluminum, glyphosate, fluoride and EMFs are being used to wage a silent war against all of humanity. https://t.co/JvKQLt4Hge",-1
59,JBARREXPERIENCE,2020-06-29 19:07:52+00:00,1.27768E+18,Drink your fuckin fluoride water and stop worrying!,1
60,NotFakeQuestion,2020-06-29 19:05:46+00:00,1.27768E+18,Fluoride is Brainwashing our friends and Family! DONT DRINK TAPWATER!!!!,-1
61,Complex_Henrik,2020-06-29 19:03:31+00:00,1.27768E+18,"The Oslo group is represented by three talks this year:

1. As Deposited Epitaxial Functional Complex Oxides - Enabling Novel Technology (Myself)
2. Embedded Organics in Crystalline Fluorides: A One-Step Approach to Sensitized Luminescence (Hansen)",NA
62,teddygirl105,2020-06-29 18:59:01+00:00,1.27768E+18,fluoride tastes like ass,-1
63,Howlingmutant0,2020-06-29 18:56:35+00:00,1.27768E+18,"@polyopium @samelpan What do you think the fluoride in your shower does, wake up",0
64,AC_CHSD,2020-06-29 18:51:52+00:00,1.27768E+18,"Drinking water with fluoride helps keep our teeth healthy by reducing cavities! Most tap water and filtered water has fluoride in it. If you drink bottled water, check to make sure it includes fluoride. Toothpaste with fluoride helps too! https://t.co/YDmDVJkSUV",1
65,YadinKol,2020-06-29 18:51:32+00:00,1.27768E+18,Got me some activated charcoal fluoride-free toothpaste today and I’m feeling great!,-1
66,ThinkAbouturPH,2020-06-29 18:42:51+00:00,1.27767E+18,"@EthanIndigo @sallyKP Silly sauce, cognitive disorder or #fluoride to blame for your stupidity on mask wearing is the question ?
Ordinarily, you have some good postings. Good luck on your journey Ethan",-1
67,amorrrcito,2020-06-29 18:41:06+00:00,1.27767E+18,can’t believe dentists don’t stop us from using fluoride toothpaste fuck the whole medical industry Fr,-1
68,nyscof,2020-06-29 18:39:04+00:00,1.27767E+18,"Could changes in UK trade agreements affect fluoride content of imported foods? The USA had 8 items, Spain had 11 items and Brazil had 4 items of food or drink with a
fluoride content of above 1.0mg/L or 1.0mg/kg (Table 2). https://t.co/SanbE0cSlU",0
69,DSACostanza,2020-06-29 18:31:24+00:00,1.27767E+18,Keep seeing that fluoride stare https://t.co/sVq9w04gve,0
70,ActivistElf,2020-06-29 18:30:02+00:00,1.27767E+18,@lovereignssupr1 Berkey with fluoride filter,NA
71,Sacred33Reality,2020-06-29 18:14:42+00:00,1.27767E+18,Effects of Fluoride on Human Health - Can Damage the Brain and Bones: https://t.co/us1UiOTai9,-1
72,Doreen34691808,2020-06-29 18:11:46+00:00,1.27767E+18,@skiologist @KateWilton1 @ariannaalk I’m sure they are. Why do we have no cure for cancer. One of only countries that doesn’t. Fluoride in toothpaste they pushed on us causes cancer,-1
73,EurekaMag,2020-06-29 18:06:02+00:00,1.27766E+18,Effect of Fluoride-releasing Elastomers on Mutans Streptococci in Dental Plaque: An In Vivo Study https://t.co/UidrPPAJDw,0
74,thehealthb0t,2020-06-29 18:00:01+00:00,1.27766E+18,Fluoride is Poison - Brainwash Update: https://t.co/OvsGbUJjea,-1
75,uk_tesla,2020-06-29 17:44:26+00:00,1.27766E+18,"I don’t get life. Seems the government want you to work all your life, then when you die leave all your money to them. Or (if you believe conspiracy theories) they are trying to poison you (fluoride in water supply) - Plandemic of corona virus etc",-1
76,UFOinsightcom,2020-06-29 17:43:49+00:00,1.27766E+18,The Facts of Fluoride – Something in the Water? https://t.co/X4weuB05hH #conspiracy #coverup #flouride,0
77,Ginger_Snap_11,2020-06-29 17:34:27+00:00,1.27766E+18,@evalena72 Schools dumbed down education. Fluoride in water also has this effect as well as elements in some of the vaccines,0
78,pined_cone,2020-06-29 17:29:46+00:00,1.27766E+18,Dentist speed run. I go in. Smash my teeth. Get new ones. No fucking fluoride!!! dont tell me I cant eat for 30 minutes bitch I want macdonalds,0
79,vtaeology,2020-06-29 17:23:19+00:00,1.27765E+18,@SailorJoon94 it'll wash away the concentrated fluoride in the remaining toothpaste. This dilutes it and reduces its preventative effects.,1
80,No1Louis2,2020-06-29 17:21:41+00:00,1.27765E+18,@theblackssheep @MajesticDelive1 @TediousTotoro @BiginJoepan Is that fluoride,NA
81,twine3412x10_23,2020-06-29 17:17:04+00:00,1.27765E+18,"@DeezyD24 @IMdeTis4Tn8tSho @patrisia_pol @FDA_Drug_Info Yeah, for sure, there are corporate interests involved, but the people that study this are yelling about lead, cadmium, mercury, arsenic. Not fluoride. I've got lead mains that need replacing. Please, please listen to them and not conspiracists.",1
82,ToddP10,2020-06-29 17:14:18+00:00,1.27765E+18,"@SLiberty33 @RichardPool2 @CBS_Herridge @CBSNews Boy you are a freaky descendant of John Birch, huh? Seeing Marxists under every rock. Go brush your teeth with some fluoride.",1
83,meektail,2020-06-29 17:00:25+00:00,1.27765E+18,"Fluoride rinses in class, weirdly enough. I was the only one who didn't participate in them and it was strange sitting and watching the rest of the class swishing this foul tasting fluid around and being the envy of them all. https://t.co/Go3H9ANQEB",-1
84,GO37289321,2020-06-29 16:57:28+00:00,1.27765E+18,"Fluoride, toxic food and water and a never ending bombardment of toxins being rained down on us. Not to mention a totally useless schooling curriculum, or let’s call schooling for what it really has become, indoctrination https://t.co/cBoxzJeJXS",-1
85,lwtegerton,2020-06-29 16:50:13+00:00,1.27765E+18,"@wallsonvinyl bc of the fluoride in it, if u swallow it you can end up getting dental fluorosis which is a defect of our tooth enamel where white lines become visible on our teeth because the fluoride enters your blood stream and has that effect and the enamel damage is 100% permanent",-1
86,goatexpert,2020-06-29 16:44:36+00:00,1.27764E+18,when you tell a normie that you have a big fat boner and it's cumming all the time and they just hit you with that fluoride stare,0
87,Si_or_just_Si,2020-06-29 16:42:10+00:00,1.27764E+18,@agvBruceAdams #Fluoride 😏 https://t.co/lyQ1jqgMQ1,NA
88,nyscof,2020-06-29 16:31:26+00:00,1.27764E+18,@Sandyshark Nothing about fluoridation makes any sense,-1
89,PeggyJ80530323,2020-06-29 16:31:08+00:00,1.27764E+18,"@ValiantThor12 Question ....I started using non fluoride toothpaste hoping to activate my pineal gland, how long do you think it will take to become uncalcified ?",-1
90,Lilalees,2020-06-29 16:24:08+00:00,1.27764E+18,Fluoride stares go crazy lmao,
91,Nerbs_,2020-06-29 16:22:12+00:00,1.27764E+18,"Governmental medication the reverse of levitation
They put fluoride in our water
Guess they trying to kill our babies
Hearts racing, cops and robbers car chasing",-1
92,AEAKennedy,2020-06-29 16:21:34+00:00,1.27764E+18,"@tweeeeeeeh @gemmaod1 Little known fact* that sweets are actually a setanic luficarian invention, to allow the justification of fluoridation it toothpaste at the behest of the Masonic Gates/Soros/dentist antifa agenda.",-1
93,Sandyshark,2020-06-29 16:20:29+00:00,1.27764E+18,Hoping new Govt in Ireland will recognise the sense of ending mandatory #fluoridation and use #savings made to test waste water to I D #CV19 hotspots https://t.co/bgZPukwunW,-1
94,radhika_iyengar,2020-06-29 16:16:55+00:00,1.27764E+18,Grades 9-12 how are the summer holidays going? Learn about #fluoride testing and its importance here- https://t.co/HsbmZo6yL9 @earthinstitute @LamontEarth @inremwater @mahashakti92,0
95,Sandyshark,2020-06-29 16:16:43+00:00,1.27764E+18,"This NH Warning statement makes v little sense, as #babies under six months have v few teeth, but Fluorides can damage their #brains 😢😱🤔🙄😂 https://t.co/bgZPukwunW",-1
96,Sandyshark,2020-06-29 16:13:09+00:00,1.27764E+18,All health authorities including Ireland's use a double standard to assess safety and risks of adding #fluorides to water https://t.co/bgZPukwunW,0
97,CharlieMylod,2020-06-29 16:11:30+00:00,1.27764E+18,The Water Brothers Investigate Water Fluoridation https://t.co/quYE8qX6VD via @YouTube,0
98,PHealthGnome,2020-06-29 16:11:08+00:00,1.27764E+18,"My top 5 public health interventions:
1) Vaccinations
2) Safe drinking water
3) Seat belts
4) Tobacco restrictions
5) Fluoridation of drinking water",-1
99,asvppbrii,2020-06-29 16:11:03+00:00,1.27764E+18,fluoride which is in our toothpaste and water for “healthy reasons” also happens to fuck your pineal gland up. coincidentally this is also your third eye.,-1
100,ionlytweetstuff,2020-06-29 16:08:31+00:00,1.27764E+18,@DancesKanye It was alright 🙂 They put in fluoride so I can't eat or drink for 30 minutes 😛,0
101,iDentalHouston,2020-06-29 16:08:27+00:00,1.27764E+18,Happy Monday!😁 Check out these fluoride fun facts! 👍 And remember to schedule your routine check up &amp; cleaning. https://t.co/MzEJaKtXPI,1
102,chifilmmaker,2020-06-29 16:06:55+00:00,1.27763E+18,Did the fluoride stop working on us?,
103,Sophieivensx,2020-06-29 16:01:43+00:00,1.27763E+18,"AP-24 Whitening Fluoride Toothpaste- lightens teeth without using peroxide. It is a vanilla mint flavour. Clinically tested; stain reduction test performed 63% tooth brightness.
The key ingredients are:
•Sodium monoflurophosphate- fights cavities
•AP24- plaque fighting agent",0
104,JiYoungBotFour,2020-06-29 15:57:04+00:00,1.27763E+18,Bromine chloride ➖ cyanuric fluoride is les nabis.,NA
105,nyscof,2020-06-29 15:52:21+00:00,1.27763E+18,"@Sandyshark New Hampshire for example: ""if your child under the age of 6 months is exclusively consuming infant formula
reconstituted with fluoridated water, there may be an increased chance of dental fluorosis."" https://t.co/iAYP4hrVSr Now we know fluoride damages the developing brain, too",-1
106,daralebrun,2020-06-29 15:44:11+00:00,1.27763E+18,@Sigmundine2 @FruitKace Oh yes! Thank you. (I thought it was the anti-fluoride/anti-vaxxers!),
107,JoeOrbit,2020-06-29 15:38:06+00:00,1.27763E+18,@FluorideAction my pineal gland allows me to see energy ley lines. i have not had fluoridated water in over 20 years. rumor is that fluoride calcifies the pineal. probably tough to prove but why haven't we erred on the side of caution? why do we ignore this six sense with regards to fluoride?,-1
108,GoygarLand,2020-06-29 15:34:39+00:00,1.27763E+18,"Supersmile Professional Teeth Whitening Toothpaste with Fluoride, 8 Oz https://t.co/ISsrcNf8DR",0
109,f_orbitals,2020-06-29 15:27:15+00:00,1.27762E+18,"Congrats @NingxinJ! His work on the ""Synthesis of a d1-titanium fluoride kagome lattice antiferromagnet"" was just published in @NatureChemistry. Nice work!! https://t.co/9V8Qpmu7WL",NA
110,RuthStClaire2,2020-06-29 15:25:01+00:00,1.27762E+18,Anyone check any correlations between flu shots( as in vaxx - metals INJECTED into the elderly) + Fluoride and Alzheimer's https://t.co/GLQxhD1e9p,0
111,drumzofthesouth,2020-06-29 15:20:11+00:00,1.27762E+18,"That 1 friend that is like: ""5G! CHEM TRAILS! VACCINES! FLUORIDE IN WATER! FLAT EARTH! CORONA VIRUS!"" is now 3 friends :/ You can't believe all of them surely? Seems like such a paranoid place to be?",0
112,2logako,2020-06-29 15:16:56+00:00,1.27762E+18,"i am a healthy person
i do not do, encourage, nor condone the acts of swallowing fluoride, gargling lotion, eating fruits with the skin, and any future tweets that will retain this level of cursedness",-1
113,PediatricRva,2020-06-29 15:15:57+00:00,1.27762E+18,"Plaque causes tooth decay when bacteria turns food into acid, which dissolves the enamel of teeth. Fluoride prevents this acid from destroying precious protective enamel. Follow the link below to our June blog to read more! 🦷 
https://rvapediatricdenti... https://t.co/cEeGn6i7Cf",1
114,JBARREXPERIENCE,2020-06-29 15:12:32+00:00,1.27762E+18,Keep drinking fluoride water and maybe one day you be so disassociated from reality you can stand there and record someone who is pointing a gun at you.,-1
115,iTweetLiberty,2020-06-29 15:06:29+00:00,1.27762E+18,@homesitter_ That man consumed too much fluoride apparently.,0
116,Fluoride_Jones,2020-06-29 15:05:52+00:00,1.27762E+18,@Coochiebone Which picture I haven't seen it,
117,CharlieMylod,2020-06-29 15:05:47+00:00,1.27762E+18,CE - US Government Admits Americans Have Been Overdosed On Fluoride https://t.co/gCIllXqDNq via @YouTube,-1
118,noechonet,2020-06-29 15:04:13+00:00,1.27762E+18,"Drill Sergeant: New Hardcore Band Features Current/Ex-Members of Fixation, Stud Count, Fluoride + More https://t.co/JkbGkadOwh https://t.co/fApYkcHlvS",NA
119,GeorgeGroupCU,2020-06-29 15:03:09+00:00,1.27762E+18,"On demand sessions at #ALDALE2020 go live at 12:00 EDT. Be sure to view the exciting contributions from @GeorgeGroupCU. #ALDep #ALEtch

Neha Mahuli

AF-TuA05 - Atomic Layer Deposition of Erbium Oxide‚ Erbium Fluoride and Stoichiometrically-Tunable Erbium Oxyfluoride Films",NA
120,pcosdegallo,2020-06-29 15:02:51+00:00,1.27762E+18,@breanneybean @backandforthNY She came outta nowhere and called me a horrible idiot for using fluoride lmao and then an hour later : https://t.co/lnDlo6iwx7,0
121,Sandyshark,2020-06-29 14:59:48+00:00,1.27762E+18,Even a cautious interpretation of the effects of #fluorides warrants warning pregnant women and newborns to avoid water with it https://t.co/kRcjMUkU5e,-1
122,MamaMags513,2020-06-29 14:54:46+00:00,1.27762E+18,"@marfprepper7 I have my husband drive nearly an hour away to a spring to get ours. The fluoride in the water here causing so many issues, including infertility. It's mind boggling what's being done to us without our knowledge/ consent.",-1
123,Chinatownn_210,2020-06-29 14:53:33+00:00,1.27762E+18,You still think fluoride toothpaste is good for you and it shows 🤦🏻‍♀️,-1
124,KINGPINN42,2020-06-29 14:52:27+00:00,1.27762E+18,brush your teeth (fluoride free),-1
